family,dataset,condition,target,seed,alpha,delta,beta,base_metric,apply_rate,joint_harm,cond_harm,acc_gain,loss_gain,blanket_acc_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,q_hat,n_conf,n_test,exchangeable
drugban,bindingdb_cluster_s42_pool-source,prot25,cross_mask,0,0.1,0.05,0.525,0.528949,0.353569,0.03991,0.112878,0.001686,0.000329,0.009556,0.0236,0.344013,0.541877,0.660848,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,hard,0,0.15,0.05,0.375,0.528949,0.418212,0.064643,0.15457,-0.001124,-0.001777,0.011804,0.024134,0.333333,0.549185,0.646052,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,cross_mask,0,0.15,0.05,0.525,0.528949,0.404722,0.063519,0.156944,0.003373,0.000196,0.009556,0.0236,0.344013,0.541877,0.63686,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,hard,0,0.2,0.05,0.375,0.528949,0.464868,0.082069,0.176542,0.000562,-0.000821,0.011804,0.024134,0.333333,0.549185,0.62318,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,cross_mask,0,0.2,0.05,0.525,0.528949,0.445756,0.07982,0.179067,0.005621,0.000283,0.009556,0.0236,0.344013,0.541877,0.620078,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,hard,0,0.3,0.05,0.375,0.528949,0.584598,0.133783,0.228846,-0.001124,-0.001731,0.011804,0.024134,0.333333,0.549185,0.581796,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,cross_mask,0,0.3,0.05,0.525,0.528949,0.544126,0.123665,0.227273,0.003935,-0.001316,0.009556,0.0236,0.344013,0.541877,0.578838,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,hard,0,0.4,0.05,0.375,0.528949,0.677347,0.179876,0.26556,0.004497,-0.000674,0.011804,0.024134,0.333333,0.549185,0.536593,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,cross_mask,0,0.4,0.05,0.525,0.528949,0.64362,0.172007,0.267249,0.006745,-0.001631,0.009556,0.0236,0.344013,0.541877,0.533109,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,hard,0,0.5,0.05,0.375,0.528949,0.718381,0.198426,0.276213,0.010118,-0.000122,0.011804,0.024134,0.333333,0.549185,0.488879,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,prot25,cross_mask,0,0.5,0.05,0.525,0.528949,0.678471,0.187746,0.276719,0.008994,-0.001235,0.009556,0.0236,0.344013,0.541877,0.489247,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,hard,0,0.05,0.05,0.25,0.537381,0.460371,0.015177,0.032967,-0.003373,0.000448,0.014615,0.012598,0.291175,0.514334,0.74487,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,cross_mask,0,0.05,0.05,0.575,0.537381,0.326026,0.016863,0.051724,-0.001686,-0.00171,0.010118,0.021281,0.365374,0.53457,0.719679,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,hard,0,0.1,0.05,0.25,0.537381,0.480607,0.024171,0.050292,-0.003373,0.0001,0.014615,0.012598,0.291175,0.514334,0.71951,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,cross_mask,0,0.1,0.05,0.575,0.537381,0.350197,0.025857,0.073836,-0.001124,-0.001875,0.010118,0.021281,0.365374,0.53457,0.689517,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,hard,0,0.15,0.05,0.25,0.537381,0.51602,0.044407,0.086057,-0.003373,-0.001322,0.014615,0.012598,0.291175,0.514334,0.688649,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,cross_mask,0,0.15,0.05,0.575,0.537381,0.369871,0.033727,0.091185,-0.001124,-0.00222,0.010118,0.021281,0.365374,0.53457,0.663614,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,hard,0,0.2,0.05,0.25,0.537381,0.560427,0.066329,0.118355,-0.003373,-0.003198,0.014615,0.012598,0.291175,0.514334,0.65587,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,cross_mask,0,0.2,0.05,0.575,0.537381,0.408094,0.052839,0.129477,-0.001686,-0.002961,0.010118,0.021281,0.365374,0.53457,0.632499,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,hard,0,0.3,0.05,0.25,0.537381,0.642496,0.101743,0.158355,-0.003935,-0.003789,0.014615,0.012598,0.291175,0.514334,0.595618,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,cross_mask,0,0.3,0.05,0.575,0.537381,0.477234,0.083193,0.174323,0.001124,-0.002983,0.010118,0.021281,0.365374,0.53457,0.58848,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,hard,0,0.4,0.05,0.25,0.537381,0.715571,0.141091,0.197172,-0.002811,-0.004656,0.014615,0.012598,0.291175,0.514334,0.544597,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,cross_mask,0,0.4,0.05,0.575,0.537381,0.557617,0.11692,0.209677,0.01068,-0.001496,0.010118,0.021281,0.365374,0.53457,0.536178,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,hard,0,0.5,0.05,0.25,0.537381,0.761102,0.157392,0.206795,0.011804,-0.002857,0.014615,0.012598,0.291175,0.514334,0.490871,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold,cross_mask,0,0.5,0.05,0.575,0.537381,0.605396,0.142777,0.23584,0.006183,-0.001832,0.010118,0.021281,0.365374,0.53457,0.490991,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,hard,0,0.05,0.05,0.425,0.527825,0.284429,0.019112,0.067194,-0.000562,-0.002291,0.017988,0.027468,0.349073,0.528387,0.75683,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.05,0.05,0.7,0.527825,0.274874,0.019674,0.071575,-0.001124,-0.002141,0.016301,0.039094,0.373806,0.525014,0.716541,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,hard,0,0.1,0.05,0.425,0.527825,0.336144,0.041034,0.122074,-0.000562,-0.005413,0.017988,0.027468,0.349073,0.528387,0.716214,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.1,0.05,0.7,0.527825,0.310849,0.035413,0.113924,-0.002811,-0.004679,0.016301,0.039094,0.373806,0.525014,0.682262,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,hard,0,0.15,0.05,0.425,0.527825,0.394042,0.066329,0.168331,-0.000562,-0.007323,0.017988,0.027468,0.349073,0.528387,0.687389,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.15,0.05,0.7,0.527825,0.336144,0.050028,0.148829,-0.003935,-0.00629,0.016301,0.039094,0.373806,0.525014,0.664501,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,hard,0,0.2,0.05,0.425,0.527825,0.442945,0.092187,0.208122,-0.003373,-0.011544,0.017988,0.027468,0.349073,0.528387,0.655981,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.2,0.05,0.7,0.527825,0.373806,0.064081,0.171429,-0.003373,-0.006104,0.016301,0.039094,0.373806,0.525014,0.642271,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,hard,0,0.3,0.05,0.425,0.527825,0.527263,0.1276,0.242004,-0.000562,-0.010777,0.017988,0.027468,0.349073,0.528387,0.613698,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.3,0.05,0.7,0.527825,0.448567,0.093311,0.20802,0.003935,-0.004391,0.016301,0.039094,0.373806,0.525014,0.596335,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,hard,0,0.4,0.05,0.425,0.527825,0.602024,0.152333,0.253035,0.014615,-0.00781,0.017988,0.027468,0.349073,0.528387,0.553694,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.4,0.05,0.7,0.527825,0.535694,0.130972,0.244491,0.008994,-0.00307,0.016301,0.039094,0.373806,0.525014,0.539868,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,hard,0,0.5,0.05,0.425,0.527825,0.652614,0.175942,0.269595,0.016301,-0.007588,0.017988,0.027468,0.349073,0.528387,0.487233,3557,1779,True
drugban,bindingdb_cluster_s42_pool-source,scaffold_prot50,cross_mask,0,0.5,0.05,0.7,0.527825,0.583474,0.152333,0.261079,0.013491,-0.001091,0.016301,0.039094,0.373806,0.525014,0.490072,3557,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,hard,0,0.05,0.05,0.975,0.551433,0.334458,0.048904,0.146218,0.06914,0.052544,0.091062,0.084537,0.387858,0.639123,0.679396,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,cross_mask,0,0.05,0.05,0.75,0.551433,0.303541,0.002811,0.009259,-0.005621,0.000121,-0.014615,0.017245,0.397414,0.540753,0.653635,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,hard,0,0.1,0.05,0.975,0.551433,0.435076,0.07701,0.177003,0.088814,0.065435,0.091062,0.084537,0.387858,0.639123,0.637048,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,cross_mask,0,0.1,0.05,0.75,0.551433,0.309725,0.006745,0.021779,-0.006183,-0.000458,-0.014615,0.017245,0.397414,0.540753,0.627243,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,hard,0,0.15,0.05,0.975,0.551433,0.512085,0.110736,0.216246,0.093311,0.069821,0.091062,0.084537,0.387858,0.639123,0.598699,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,cross_mask,0,0.15,0.05,0.75,0.551433,0.319843,0.014053,0.043937,-0.006745,-0.001172,-0.014615,0.017245,0.397414,0.540753,0.613003,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,hard,0,0.2,0.05,0.975,0.551433,0.617201,0.164699,0.266849,0.091625,0.069778,0.091062,0.084537,0.387858,0.639123,0.569364,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,cross_mask,0,0.2,0.05,0.75,0.551433,0.343451,0.028106,0.081833,-0.008994,-0.002567,-0.014615,0.017245,0.397414,0.540753,0.595873,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,hard,0,0.3,0.05,0.975,0.551433,0.706577,0.207982,0.294352,0.091062,0.073665,0.091062,0.084537,0.387858,0.639123,0.525062,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,cross_mask,0,0.3,0.05,0.75,0.551433,0.413153,0.059022,0.142857,-0.009556,-0.00196,-0.014615,0.017245,0.397414,0.540753,0.562514,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,hard,0,0.4,0.05,0.975,0.551433,0.75267,0.231029,0.306945,0.091062,0.079953,0.091062,0.084537,0.387858,0.639123,0.495102,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,cross_mask,0,0.4,0.05,0.75,0.551433,0.503092,0.108488,0.215642,-0.017426,-0.003196,-0.014615,0.017245,0.397414,0.540753,0.528805,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,hard,0,0.5,0.05,0.975,0.551433,0.649241,0.177066,0.272727,0.094435,0.070874,0.091062,0.084537,0.387858,0.639123,0.444488,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,full,cross_mask,0,0.5,0.05,0.75,0.551433,0.554244,0.130972,0.236308,-0.01068,-0.001659,-0.014615,0.017245,0.397414,0.540753,0.494554,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,hard,0,0.05,0.05,1.0,0.536818,0.350759,0.051714,0.147436,0.068016,0.070755,0.108488,0.107016,0.361439,0.645306,0.66,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,cross_mask,0,0.05,0.05,1.0,0.536818,0.235526,0.016301,0.069212,-0.001124,0.000421,0.005621,0.038826,0.405846,0.54244,0.638167,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,hard,0,0.1,0.05,1.0,0.536818,0.449129,0.085441,0.190238,0.085441,0.084792,0.108488,0.107016,0.361439,0.645306,0.62,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,cross_mask,0,0.1,0.05,1.0,0.536818,0.256886,0.026419,0.102845,0.0,0.000557,0.005621,0.038826,0.405846,0.54244,0.622521,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,hard,0,0.15,0.05,1.0,0.536818,0.554806,0.127038,0.228977,0.095559,0.092578,0.108488,0.107016,0.361439,0.645306,0.58,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,cross_mask,0,0.15,0.05,1.0,0.536818,0.288364,0.038786,0.134503,0.002811,0.001537,0.005621,0.038826,0.405846,0.54244,0.609622,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,hard,0,0.2,0.05,1.0,0.536818,0.605396,0.143901,0.237697,0.108488,0.100315,0.108488,0.107016,0.361439,0.645306,0.56,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,cross_mask,0,0.2,0.05,1.0,0.536818,0.332771,0.059584,0.179054,0.000562,0.001126,0.005621,0.038826,0.405846,0.54244,0.593152,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,hard,0,0.3,0.05,1.0,0.536818,0.712198,0.19674,0.276243,0.107926,0.101921,0.108488,0.107016,0.361439,0.645306,0.52,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,cross_mask,0,0.3,0.05,1.0,0.536818,0.415402,0.096684,0.232747,0.004497,0.001325,0.005621,0.038826,0.405846,0.54244,0.563698,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,hard,0,0.4,0.05,1.0,0.536818,0.761664,0.220911,0.290037,0.10905,0.102666,0.108488,0.107016,0.361439,0.645306,0.48,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,cross_mask,0,0.4,0.05,1.0,0.536818,0.501405,0.139404,0.278027,0.005621,0.000708,0.005621,0.038826,0.405846,0.54244,0.534311,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,hard,0,0.5,0.05,1.0,0.536818,0.661608,0.170883,0.258284,0.10905,0.09983,0.108488,0.107016,0.361439,0.645306,0.44,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot50,cross_mask,0,0.5,0.05,1.0,0.536818,0.540753,0.157954,0.2921,0.00787,0.001925,0.005621,0.038826,0.405846,0.54244,0.484827,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,hard,0,0.05,0.05,1.0,0.528949,0.358066,0.048342,0.135008,0.081506,0.069855,0.120292,0.106635,0.346262,0.649241,0.66,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,cross_mask,0,0.05,0.05,1.0,0.528949,0.252389,0.021922,0.08686,0.003373,-0.000785,0.012366,0.031139,0.390669,0.541315,0.641142,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,hard,0,0.1,0.05,1.0,0.528949,0.503092,0.091625,0.182123,0.104553,0.088529,0.120292,0.106635,0.346262,0.649241,0.601991,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,cross_mask,0,0.1,0.05,1.0,0.528949,0.279933,0.028106,0.100402,0.008994,0.001783,0.012366,0.031139,0.390669,0.541315,0.623939,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,hard,0,0.15,0.05,1.0,0.528949,0.55593,0.111861,0.201213,0.111298,0.092206,0.120292,0.106635,0.346262,0.649241,0.58,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,cross_mask,0,0.15,0.05,1.0,0.528949,0.311411,0.042159,0.135379,0.006183,0.000908,0.012366,0.031139,0.390669,0.541315,0.610457,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,hard,0,0.2,0.05,1.0,0.528949,0.608769,0.137156,0.2253,0.110736,0.092627,0.120292,0.106635,0.346262,0.649241,0.56,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,cross_mask,0,0.2,0.05,1.0,0.528949,0.359753,0.069702,0.19375,0.001686,-0.003527,0.012366,0.031139,0.390669,0.541315,0.595505,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,hard,0,0.3,0.05,1.0,0.528949,0.724002,0.186622,0.257764,0.124789,0.100945,0.120292,0.106635,0.346262,0.649241,0.52,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,cross_mask,0,0.3,0.05,1.0,0.528949,0.451939,0.114671,0.253731,0.002811,-0.003835,0.012366,0.031139,0.390669,0.541315,0.567499,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,hard,0,0.4,0.05,1.0,0.528949,0.783024,0.217538,0.277818,0.121979,0.100826,0.120292,0.106635,0.346262,0.649241,0.48,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,cross_mask,0,0.4,0.05,1.0,0.528949,0.539067,0.152333,0.282586,0.011242,-0.001984,0.012366,0.031139,0.390669,0.541315,0.533612,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,hard,0,0.5,0.05,1.0,0.528949,0.724002,0.186622,0.257764,0.124789,0.100945,0.120292,0.106635,0.346262,0.649241,0.46,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,prot25,cross_mask,0,0.5,0.05,1.0,0.528949,0.577853,0.170883,0.29572,0.013491,-0.001163,0.012366,0.031139,0.390669,0.541315,0.48485,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,hard,0,0.05,0.05,0.95,0.537381,0.3457,0.049466,0.143089,0.073075,0.071753,0.096684,0.0972,0.401349,0.631816,0.696746,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.05,0.05,1.0,0.537381,0.216414,0.017988,0.083117,-0.003373,-0.00139,0.005621,0.041727,0.424958,0.543002,0.629905,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,hard,0,0.1,0.05,0.95,0.537381,0.422709,0.086565,0.204787,0.074199,0.067834,0.096684,0.0972,0.401349,0.631816,0.638592,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.1,0.05,1.0,0.537381,0.234963,0.024171,0.102871,0.000562,-0.000695,0.005621,0.041727,0.424958,0.543002,0.617631,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,hard,0,0.15,0.05,0.95,0.537381,0.491849,0.113547,0.230857,0.081506,0.07243,0.096684,0.0972,0.401349,0.631816,0.599905,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.15,0.05,1.0,0.537381,0.251827,0.029792,0.118304,0.001686,-0.000262,0.005621,0.041727,0.424958,0.543002,0.607843,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,hard,0,0.2,0.05,0.95,0.537381,0.576728,0.14896,0.258285,0.097246,0.078467,0.096684,0.0972,0.401349,0.631816,0.567703,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.2,0.05,1.0,0.537381,0.280495,0.044969,0.160321,-0.000562,-0.00095,0.005621,0.041727,0.424958,0.543002,0.597784,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,hard,0,0.3,0.05,0.95,0.537381,0.685216,0.202361,0.295324,0.101743,0.086002,0.096684,0.0972,0.401349,0.631816,0.526757,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.3,0.05,1.0,0.537381,0.33783,0.064643,0.191348,0.009556,0.002588,0.005621,0.041727,0.424958,0.543002,0.577838,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,hard,0,0.4,0.05,0.95,0.537381,0.707139,0.213041,0.301272,0.102305,0.085208,0.096684,0.0972,0.401349,0.631816,0.484886,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.4,0.05,1.0,0.537381,0.422147,0.109612,0.259654,0.004497,0.007719,0.005621,0.041727,0.424958,0.543002,0.549921,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,hard,0,0.5,0.05,0.95,0.537381,0.618887,0.168634,0.27248,0.102305,0.083129,0.096684,0.0972,0.401349,0.631816,0.447397,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold,cross_mask,0,0.5,0.05,1.0,0.537381,0.479483,0.136031,0.283705,0.009556,0.008654,0.005621,0.041727,0.424958,0.543002,0.476104,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.05,0.05,0.925,0.527825,0.297358,0.047218,0.15879,0.075323,0.065758,0.103429,0.114335,0.416526,0.626194,0.665511,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.05,0.05,1.0,0.527825,0.216414,0.020798,0.096104,-0.001686,-0.001382,0.014053,0.058367,0.408657,0.541877,0.633565,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.1,0.05,0.925,0.527825,0.376054,0.079258,0.210762,0.080944,0.068358,0.103429,0.114335,0.416526,0.626194,0.623088,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.1,0.05,1.0,0.527825,0.243395,0.03204,0.13164,0.001686,-0.000631,0.014053,0.058367,0.408657,0.541877,0.615477,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.15,0.05,0.925,0.527825,0.464868,0.111298,0.23942,0.095559,0.080476,0.103429,0.114335,0.416526,0.626194,0.591015,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.15,0.05,1.0,0.527825,0.262507,0.041034,0.156317,0.0,-0.001656,0.014053,0.058367,0.408657,0.541877,0.608846,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.2,0.05,0.925,0.527825,0.53457,0.134907,0.252366,0.115233,0.0928,0.103429,0.114335,0.416526,0.626194,0.564475,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.2,0.05,1.0,0.527825,0.288926,0.055087,0.190661,-0.001686,-0.003168,0.014053,0.058367,0.408657,0.541877,0.597454,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.3,0.05,0.925,0.527825,0.619449,0.179876,0.290381,0.108488,0.097816,0.103429,0.114335,0.416526,0.626194,0.526439,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.3,0.05,1.0,0.527825,0.335582,0.075323,0.224456,0.001686,0.001568,0.014053,0.058367,0.408657,0.541877,0.576049,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.4,0.05,0.925,0.527825,0.661046,0.204047,0.308673,0.101743,0.097623,0.103429,0.114335,0.416526,0.626194,0.491103,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.4,0.05,1.0,0.527825,0.399101,0.09837,0.246479,0.016301,0.004481,0.014053,0.058367,0.408657,0.541877,0.549731,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,hard,0,0.5,0.05,0.925,0.527825,0.581225,0.159078,0.273694,0.112423,0.095712,0.103429,0.114335,0.416526,0.626194,0.452561,2371,1779,True
drugban,bindingdb_cluster_s42_pool-deployment,scaffold_prot50,cross_mask,0,0.5,0.05,1.0,0.527825,0.446318,0.121417,0.27204,0.017988,0.005084,0.014053,0.058367,0.408657,0.541877,0.479433,2371,1779,True
