condition,seed,arm,base_acc,d_acc,loss_gain,joint_harm,cond_harm,apply_rate
prot50,0,selector:maxprob,0.7221918805752776,0.0016384489350081965,0.2478290489228666,0.2667030766430002,0.7682223387519664,0.3471691243400692
prot50,0,selector:margin,0.7221918805752776,0.0016384489350081965,0.2478290489228666,0.2667030766430002,0.7682223387519664,0.3471691243400692
prot50,0,selector:negentropy,0.7221918805752776,0.0016384489350081965,0.2478290489228666,0.2667030766430002,0.7682223387519664,0.3471691243400692
prot50,0,selector:agreement,0.7221918805752776,0.001274349171673017,0.06469754789444701,0.17531403604587656,0.5065754865860074,0.3460768250500637
prot50,0,selector:random,0.7221918805752776,0.025122883670125606,0.19212179975873242,0.2040779173493537,0.5802277432712215,0.3517203713817586
prot50,1,conformal gate,0.7221918805752776,0.06954305479701439,0.22328897930763425,0.04787911887857273,0.1492622020431328,0.3207718914982705
prot50,1,selector:maxprob,0.7221918805752776,0.002002548698343376,0.22226959409291497,0.2421263426178773,0.7719094602437608,0.313671946113235
prot50,1,selector:margin,0.7221918805752776,0.002002548698343376,0.22226959409291497,0.2421263426178773,0.7719094602437608,0.313671946113235
prot50,1,selector:negentropy,0.7221918805752776,0.002002548698343376,0.22226959409291497,0.2421263426178773,0.7719094602437608,0.313671946113235
prot50,1,selector:agreement,0.7221918805752776,0.00036409976333517946,0.05190227300537337,0.13526306207900965,0.4536019536019536,0.298197706171491
prot50,1,selector:random,0.7221918805752776,0.02384853449845259,0.17582802742301976,0.17931913344256326,0.5696934644303066,0.3147642454032405
prot50,2,conformal gate,0.7221918805752776,0.06663025669033318,0.2493358266095995,0.0679046058620062,0.20086160473882606,0.3380666302566903
prot50,2,selector:maxprob,0.7221918805752776,-0.0005461496450027692,0.23961406296832863,0.2708902239213545,0.8104575163398693,0.3342435827416712
prot50,2,selector:margin,0.7221918805752776,-0.0005461496450027692,0.23961406296832863,0.2708902239213545,0.8104575163398693,0.3342435827416712
prot50,2,selector:negentropy,0.7221918805752776,-0.0005461496450027692,0.23961406296832863,0.2708902239213545,0.8104575163398693,0.3342435827416712
